code,description,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,baseline,2018-19_pct,2019-20_pct,2020-21_pct,2021-22_pct,2022-23_pct,2023-24_pct
I95-I99,Other & unspecified disorders of the circulatory system,26603.0,1271.0,1192.0,1403.0,1503.0,1468.0,13937.0,90.88039032790414,-90.88039032790414,-91.44722680634283,-89.93327114874076,-89.21575661907154,-89.46688670445576
J00-J06,Acute upper respiratory infections,133084.0,140993.0,42419.0,98285.0,119706.0,108707.0,137038.5,-2.8856854095746813,2.8856854095746813,-69.0459250502596,-28.279279180668205,-12.64790551560328,-20.674117127668502
J09-J18,Influenza & pneumonia,282503.0,298114.0,137083.0,184907.0,261695.0,284700.0,290308.5,-2.688691512649475,2.688691512649475,-52.78023206347731,-36.30672198712749,-9.856239138709338,-1.931910364319336
J20-J22,Other acute lower respiratory infections,174923.0,181948.0,53819.0,136990.0,156188.0,179404.0,178435.5,-1.9684984209980636,1.9684984209980636,-69.83840099083423,-23.2271605145837,-12.468090710648946,0.5427731589285765
J30-J39,Other diseases of upper respiratory tract,18857.0,19180.0,9108.0,14942.0,19349.0,21288.0,19018.5,-0.8491731734889713,0.8491731734889713,-52.10978783815759,-21.434392828035858,1.7377816336724767,11.933117753766071
J40-J47,Chronic lower respiratory diseases,208989.0,211328.0,110896.0,160044.0,169042.0,192316.0,210158.5,-0.5564847484160764,0.5564847484160764,-47.23220807152696,-23.84604952928385,-19.564519160538353,-8.490020627288452
J60-J70,Lung diseases due to external agents,26172.0,28876.0,19912.0,26899.0,27495.0,30068.0,27524.0,-4.912076733032989,4.912076733032989,-27.655863973259702,-2.270745531172795,-0.10536259264641767,9.242842610085743
J80-J8,Other respiratory diseases principally affecting the interstitium,,9077.0,,,,,9077.0,,0.0,,,,
J80-J99,Other diseases of the respiratory system,48385.0,,,,,,48385.0,0.0,,,,,
J85-J86,Suppurative and necrotic conditions of lower respiratory tract,,2604.0,2180.0,2597.0,3326.0,3322.0,2604.0,,0.0,-16.282642089093702,-0.2688172043010753,27.72657450076805,27.572964669738866
J90-J94,Other diseases of pleura,,23182.0,19832.0,21610.0,21355.0,22439.0,23182.0,,0.0,-14.450867052023122,-6.781123285307567,-7.881114657924251,-3.205072901389009
J95-J99,Other diseases of the respiratory system,,14576.0,11527.0,14819.0,15203.0,16175.0,14576.0,,0.0,-20.917947310647637,1.6671240395170144,4.30159165751921,10.970087815587267
K00-K14,"Diseases of oral cavity, salivary glands & jaws",20543.0,22129.0,17540.0,19340.0,19979.0,23109.0,21336.0,-3.7167229096362955,3.7167229096362955,-17.791526059242592,-9.355080614923136,-6.360142482189726,8.309898762654667
K20-K31,"Diseases of oesophagus, stomach & duodenum",66909.0,68852.0,63069.0,67532.0,61575.0,68212.0,67880.5,-1.4311915793195396,1.4311915793195396,-7.08819174873491,-0.5134022289169938,-9.289118377148077,0.4883582177503112
K35-K38,Diseases of appendix,45814.0,45543.0,44326.0,46297.0,43447.0,47483.0,45678.5,0.29663846229626634,-0.29663846229626634,-2.9609115886029533,1.3540287005921823,-4.8852304694768875,3.950436200838469
