code,description,emergency,year
E40-E46,Malnutrition,708.0,2023-24
E50-E64,Other nutritional deficiencies,2933.0,2023-24
E65-E68,Obesity and other hyperalimentation,642.0,2023-24
E70-E90,Metabolic disorders,88015.0,2023-24
F00-F09,"Organic, including symptomatic, mental disorders",35862.0,2023-24
F10-F19,Mental and behavioural disorders due to psychoactive subst.,40077.0,2023-24
F20-F29,"Schizophrenia, schizotypal and delusional disorders",10362.0,2023-24
F30-F39,Mood [affective] disorders,8960.0,2023-24
F40-F48,"Neurotic, stress-related and somatoform disorders",16877.0,2023-24
F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors,3795.0,2023-24
F60-F69,Disorders of adult personality and behaviour,2920.0,2023-24
F70-F79,Mental retardation,107.0,2023-24
F80-F89,Disorders of psychological development,661.0,2023-24
F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,776.0,2023-24
F99-F99,Unspecified mental disorder,249.0,2023-24
G00-G09,Inflammatory diseases of the central nervous system,5789.0,2023-24
G10-G14,Systemic atrophies primarily affecting the central nervous system,1160.0,2023-24
G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,5773.0,2023-24
G30-G32,Other degenerative diseases (incl. Alzheimer).,4813.0,2023-24
G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,2981.0,2023-24
G40-G47,Episodic and paroxysmal disorders,83951.0,2023-24
G50-G59,"Nerve, nerve root and plexus disorders",7578.0,2023-24
G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,3250.0,2023-24
G70-G73,Diseases of myoneural junction and muscle,1551.0,2023-24
G80-G83,Cerebral palsy & other paralytic syndromes,4333.0,2023-24
G90-G99,Other diseases & disorders of the nervous syst.,13792.0,2023-24
H00-H06,"Disorders of eyelid, lacrimal system and orbit",6769.0,2023-24
H10-H13,Disorders of conjunctiva (including conjunctivitis),1875.0,2023-24
H15-H22,"Disorders of sclera, cornea, iris and ciliary body",1830.0,2023-24
H25-H28,Disorders of lens (including cataracts),445.0,2023-24
H30-H36,Disorders of choroid and retina,7307.0,2023-24
H40-H42,Glaucoma,872.0,2023-24
H43-H45,Disorders of vitreous body and globe,1360.0,2023-24
H46-H48,Disorders of optic nerve and visual pathways,2787.0,2023-24
H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1413.0,2023-24
H53-H54,Visual disturbances and blindness,6635.0,2023-24
H55-H59,Other disorders of eye and adnexa,2027.0,2023-24
H60-H62,Diseases of external ear,10551.0,2023-24
H65-H75,Diseases of middle ear and mastoid,10222.0,2023-24
H80-H83,Diseases of inner ear,11948.0,2023-24
H90-H95,Other disorders of ear,3643.0,2023-24
I00-I02,Acute rheumatic fever,44.0,2023-24
I05-I09,Chronic rheumatic heart diseases,2650.0,2023-24
I10-I15,Hypertensive diseases,42508.0,2023-24
I20-I25,Ischaemic heart diseases,133635.0,2023-24
I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,35857.0,2023-24
I30-I52,Other forms of heart disease,218691.0,2023-24
I60-I69,Cerebrovascular diseases,103811.0,2023-24
I70-I79,"Diseases of arteries, arterioles & capillaries",24263.0,2023-24
I80-I89,Diseases of veins & lymphatic system nec.,76981.0,2023-24
I95-I99,Other & unspecified disorders of the circulatory system,1468.0,2023-24
J00-J06,Acute upper respiratory infections,108707.0,2023-24
J09-J18,Influenza & pneumonia,284700.0,2023-24
J20-J22,Other acute lower respiratory infections,179404.0,2023-24
J30-J39,Other diseases of upper respiratory tract,21288.0,2023-24
J40-J47,Chronic lower respiratory diseases,192316.0,2023-24
J60-J70,Lung diseases due to external agents,30068.0,2023-24
J80-J84,Other respiratory diseases principally affecting the interstitium,9793.0,2023-24
J85-J86,Suppurative and necrotic conditions of lower respiratory tract,3322.0,2023-24
J90-J94,Other diseases of pleura,22439.0,2023-24
J95-J99,Other diseases of the respiratory system,16175.0,2023-24
K00-K14,"Diseases of oral cavity, salivary glands & jaws",23109.0,2023-24
K20-K31,"Diseases of oesophagus, stomach & duodenum",68212.0,2023-24
K35-K38,Diseases of appendix,47483.0,2023-24
K40-K46,Hernia,36731.0,2023-24
K50-K52,Noninfective enteritis & colitis,31571.0,2023-24
K55-K64,Other diseases of intestines,176187.0,2023-24
K65-K67,Diseases of peritoneum,5353.0,2023-24
K70-K77,Diseases of liver,30006.0,2023-24
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",138751.0,2023-24
K90-K93,Other diseases of the digestive system,62559.0,2023-24
L00-L08,Infections of the skin and subcutaneous tissue,154177.0,2023-24
L10-L14,Bullous disorders,804.0,2023-24
L20-L30,Dermatitis and eczema,10264.0,2023-24
L40-L45,Papulosquamous disorders (including Psoriasis),1324.0,2023-24
L50-L54,Urticaria and erythems,5409.0,2023-24
L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,341.0,2023-24
L60-L75,Disorders of skin appendages,16400.0,2023-24
L80-L99,Other disorders of the skin and subcutaneous tissue,18179.0,2023-24
M00-M25,Arthropathies,68799.0,2023-24
M30-M36,Systemic connective tissue disorders,5218.0,2023-24
M40-M54,Dorsopathies,90435.0,2023-24
M60-M79,Soft tissue disorders,114306.0,2023-24
M80-M94,Osteopathies and chondropathies,27730.0,2023-24
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,7583.0,2023-24
N00-N08,Glomerular diseases,3661.0,2023-24
N10-N16,Renal tubulo-interstitial diseases,64249.0,2023-24
N17-N19,Renal failure,60660.0,2023-24
N20-N23,Urolithiasis,27788.0,2023-24
N25-N29,Other disorders of kidney & ureter,2071.0,2023-24
N30-N39,Other diseases of the urinary system,139736.0,2023-24
N40-N51,Diseases of male genital organs,45520.0,2023-24
N60-N64,Disorders of breast,7186.0,2023-24
N70-N77,Inflammatory diseases of female pelvic organs,16113.0,2023-24
N80-N98,Noninflammatory disorders of female genital tract,48390.0,2023-24
N99,Other disorders of the genitourinary system,1812.0,2023-24
O00-O08,Pregnancy with abortive outcome,53541.0,2023-24
O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",1034.0,2023-24
O20-O29,Other maternal disorders predominantly related to pregnancy,78279.0,2023-24
O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,5578.0,2023-24
O60-O75,Complications of labour and delivery,3855.0,2023-24
O80-O84,Delivery,177.0,2023-24
O85-O92,Complications predominantly related to the puerperium,3632.0,2023-24
O94-O99,"Other obstetric conditions, not elsewhere classified",5485.0,2023-24
P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",2.0,2023-24
P05-P08,Disorders related to length of gestation and fetal growth,1259.0,2023-24
P10-P15,Birth trauma,602.0,2023-24
P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,7141.0,2023-24
P35-P39,Infections specific to the perinatal period,6262.0,2023-24
P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,23190.0,2023-24
P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,596.0,2023-24
P75-P78,Digestive system disorders of fetus and newborn,3245.0,2023-24
P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,1853.0,2023-24
P90-P96,Other disorders originating in the perinatal period,8440.0,2023-24
Q00-Q07,Congenital malformations of the nervous system,658.0,2023-24
Q10-Q18,"Congenital malformations of eye, ear, face and neck",419.0,2023-24
Q20-Q28,Congenital malformations of the circulatory system,2104.0,2023-24
Q30-Q34,Congenital malformations of the respiratory system,950.0,2023-24
Q35-Q37,Cleft lip and cleft palate,60.0,2023-24
Q38-Q45,Other congenital malformations of the digestive system,2115.0,2023-24
Q50-Q56,Congenital malformations of genital organs,2020.0,2023-24
Q60-Q64,Congenital malformations of the urinary system,617.0,2023-24
Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,921.0,2023-24
Q80-Q89,Other congenital malformations,720.0,2023-24
Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",138.0,2023-24
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,383563.0,2023-24
R10-R19,Symptoms & signs inv. the digestive system & abdomen,276536.0,2023-24
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,33322.0,2023-24
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,96507.0,2023-24
R30-R39,Symptoms & signs involving the urinary system,48223.0,2023-24
R40-R46,Symptoms & signs inv. Cognition perception etc.,64794.0,2023-24
R47-R49,Symptoms & signs inv. speech & voice,6076.0,2023-24
R50-R69,General symptoms & signs,367070.0,2023-24
R70-R79,"Abnormal findings on examination of blood, without diagnosis",16199.0,2023-24
R80-R82,"Abnormal findings on examination of urine, without diagnosis",558.0,2023-24
R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",191.0,2023-24
R90-R94,Abnormal findings on diagnostic imaging/function studies,14005.0,2023-24
R95-R99,Ill-defined & unknown causes of mortality,6.0,2023-24
S00-S09,Injuries to the head,124175.0,2023-24
S10-S19,Injuries to the neck,8833.0,2023-24
S20-S29,Injuries to the thorax,35316.0,2023-24
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",39690.0,2023-24
S40-S49,Injuries to the shoulder & upper arm,33320.0,2023-24
S50-S59,Injuries to the elbow & forearm,38305.0,2023-24
S60-S69,Injuries to the wrist & hand,45057.0,2023-24
S70-S79,Injuries to the hip & thigh,82732.0,2023-24
S80-S89,Injuries to the knee & lower leg,59228.0,2023-24
S90-S99,Injuries to the ankle & foot,12010.0,2023-24
T00-T07,Injuries involving multiple body regions,3382.0,2023-24
T08-T14,Injuries to unspecified part of trunk limb or body,1055.0,2023-24
T15-T19,Effects of foreign body entering through natural orifice,15121.0,2023-24
T20-T32,Burns and corrosions,7933.0,2023-24
T33-T35,Frostbite,31.0,2023-24
T36-T50,Poisonings by drugs medicaments & biological substances,70919.0,2023-24
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,3666.0,2023-24
T66-T78,Other and unspecified effects of external causes,11237.0,2023-24
T79-T79,Certain early complications of trauma,3838.0,2023-24
T80-T88,Complications of surgical & medical care nec.,143377.0,2023-24
T90-T98,Sequelae of injuries of poisoning & other consequences,1.0,2023-24
U00-U49,Provisional assignment of new diseases of uncertain etiology,46890.0,2023-24
U82-U85,Resistance to antimicrobial and antineoplastic drugs,0.0,2023-24
Z00-Z13,Examination and investigation,29485.0,2023-24
Z20-Z29,Potential health hazards related to communicable diseases,515.0,2023-24
Z30-Z39,Health services in circumstances related to reproduction,7572.0,2023-24
Z40-Z54,Persons encountering health services for specific care,13365.0,2023-24
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,666.0,2023-24
Z70-Z76,Persons encountering health services in other circs.,5950.0,2023-24
Z80-Z99,Persons with potential health hazards related to family,238.0,2023-24
